source,target,weight
animal welfare legislation,animal welfare,26
animal welfare legislation,apply safe work practices in a veterinary setting,22
animal welfare legislation,assess animal behaviour,14
animal welfare legislation,assess the animal’s rehabilitation requirements,7
animal welfare legislation,assist animal birth,9
animal welfare legislation,assist in transportation of animals,11
animal welfare legislation,biosecurity,9
animal welfare legislation,biosecurity related to animals,25
animal welfare legislation,care for juvenile animals,8
animal welfare legislation,control animal movement,23
animal welfare legislation,control aquatic production environment,6
animal welfare legislation,create animal records,11
animal welfare legislation,deal with challenging people,15
animal welfare legislation,dispose of dead animals,9
animal welfare legislation,ensure aquaculture personnel health and safety,7
animal welfare legislation,environmental enrichment for animals,18
animal welfare legislation,feed livestock,6
animal welfare legislation,fish biology,7
animal welfare legislation,handle veterinary emergencies,25
animal welfare legislation,health and safety regulations,10
animal welfare legislation,implement exercise activities for animals,8
animal welfare legislation,implement training programmes for animals,6
animal welfare legislation,livestock reproduction,9
animal welfare legislation,livestock species,11
animal welfare legislation,maintain animal accommodation,10
animal welfare legislation,maintain professional records,11
animal welfare legislation,manage animal biosecurity,33
animal welfare legislation,manage animal hygiene,34
animal welfare legislation,manage animal welfare,13
animal welfare legislation,manage livestock,8
animal welfare legislation,manage the health and welfare of livestock,6
animal welfare legislation,monitor livestock,6
animal welfare legislation,monitor the welfare of animals,36
animal welfare legislation,operate farm equipment,8
animal welfare legislation,physiology of animals,27
animal welfare legislation,plan physical rehabilitation of animals,7
animal welfare legislation,prepare animal therapy equipment,7
animal welfare legislation,protect health and safety when handling animals,12
animal welfare legislation,provide an enriching environment for animals,7
animal welfare legislation,provide animal training,8
animal welfare legislation,provide first aid to animals,18
animal welfare legislation,provide nutrition to animals,14
animal welfare legislation,safe work practices in a veterinary setting,16
animal welfare legislation,select livestock,9
animal welfare legislation,signs of animal illness,33
animal welfare legislation,treat animals ethically,8
animal welfare legislation,write work-related reports,6
assist animal birth,assist in transportation of animals,7
assist animal birth,care for juvenile animals,7
assist animal birth,control animal movement,9
assist animal birth,create animal records,7
assist animal birth,dispose of dead animals,7
assist animal birth,health and safety regulations,7
assist animal birth,livestock reproduction,6
assist animal birth,livestock species,7
assist animal birth,maintain animal accommodation,7
assist animal birth,maintain professional records,7
assist animal birth,manage animal biosecurity,7
assist animal birth,manage animal hygiene,7
assist animal birth,manage the health and welfare of livestock,6
assist animal birth,monitor the welfare of animals,7
assist animal birth,operate farm equipment,7
assist animal birth,provide first aid to animals,7
assist animal birth,provide nutrition to animals,9
assist animal birth,signs of animal illness,7
assist in transportation of animals,care for juvenile animals,9
assist in transportation of animals,control animal movement,13
assist in transportation of animals,create animal records,9
assist in transportation of animals,dispose of dead animals,9
assist in transportation of animals,feed livestock,6
assist in transportation of animals,health and safety regulations,8
assist in transportation of animals,livestock reproduction,6
assist in transportation of animals,livestock species,7
assist in transportation of animals,maintain animal accommodation,12
assist in transportation of animals,maintain professional records,9
assist in transportation of animals,manage animal biosecurity,11
assist in transportation of animals,manage animal hygiene,11
assist in transportation of animals,manage livestock,6
assist in transportation of animals,manage the health and welfare of livestock,6
assist in transportation of animals,monitor livestock,6
assist in transportation of animals,monitor the welfare of animals,13
assist in transportation of animals,operate farm equipment,8
assist in transportation of animals,provide first aid to animals,10
assist in transportation of animals,provide nutrition to animals,12
assist in transportation of animals,select livestock,6
assist in transportation of animals,signs of animal illness,11
care for juvenile animals,control animal movement,10
care for juvenile animals,create animal records,8
care for juvenile animals,dispose of dead animals,8
care for juvenile animals,feed livestock,6
care for juvenile animals,health and safety regulations,8
care for juvenile animals,livestock reproduction,6
care for juvenile animals,livestock species,7
care for juvenile animals,maintain animal accommodation,10
care for juvenile animals,maintain professional records,10
care for juvenile animals,manage animal biosecurity,10
care for juvenile animals,manage animal hygiene,10
care for juvenile animals,manage livestock,6
care for juvenile animals,manage the health and welfare of livestock,6
care for juvenile animals,monitor livestock,6
care for juvenile animals,monitor the welfare of animals,10
care for juvenile animals,operate farm equipment,8
care for juvenile animals,provide first aid to animals,9
care for juvenile animals,provide nutrition to animals,10
care for juvenile animals,select livestock,6
care for juvenile animals,signs of animal illness,10
control animal movement,anatomy of animals,11
control animal movement,animal behaviour,12
control animal movement,animal welfare,12
control animal movement,apply safe work practices in a veterinary setting,9
control animal movement,assess animal behaviour,11
control animal movement,biosecurity related to animals,10
control animal movement,create animal records,10
control animal movement,dispose of dead animals,9
control animal movement,environmental enrichment for animals,8
control animal movement,feed livestock,6
control animal movement,handle veterinary emergencies,10
control animal movement,health and safety regulations,8
control animal movement,livestock reproduction,7
control animal movement,livestock species,8
control animal movement,maintain animal accommodation,13
control animal movement,maintain professional records,10
control animal movement,manage animal biosecurity,21
control animal movement,manage animal hygiene,20
control animal movement,manage animal welfare,7
control animal movement,manage livestock,6
control animal movement,manage the health and welfare of livestock,6
control animal movement,monitor livestock,6
control animal movement,monitor the welfare of animals,23
control animal movement,operate farm equipment,8
control animal movement,physiology of animals,11
control animal movement,provide an enriching environment for animals,6
control animal movement,provide first aid to animals,17
control animal movement,provide nutrition to animals,16
control animal movement,safe work practices in a veterinary setting,9
control animal movement,select livestock,6
control animal movement,signs of animal illness,20
create animal records,dispose of dead animals,9
create animal records,feed livestock,6
create animal records,health and safety regulations,8
create animal records,livestock reproduction,6
create animal records,livestock species,7
create animal records,maintain animal accommodation,9
create animal records,maintain professional records,8
create animal records,manage animal biosecurity,8
create animal records,manage animal hygiene,8
create animal records,manage livestock,6
create animal records,manage the health and welfare of livestock,6
create animal records,monitor livestock,6
create animal records,monitor the welfare of animals,9
create animal records,operate farm equipment,8
create animal records,provide first aid to animals,7
create animal records,provide nutrition to animals,9
create animal records,select livestock,6
create animal records,signs of animal illness,8
dispose of dead animals,feed livestock,6
dispose of dead animals,health and safety regulations,8
dispose of dead animals,livestock reproduction,6
dispose of dead animals,livestock species,7
dispose of dead animals,maintain animal accommodation,9
dispose of dead animals,maintain professional records,8
dispose of dead animals,manage animal biosecurity,8
dispose of dead animals,manage animal hygiene,8
dispose of dead animals,manage livestock,6
dispose of dead animals,manage the health and welfare of livestock,6
dispose of dead animals,monitor livestock,6
dispose of dead animals,monitor the welfare of animals,9
dispose of dead animals,operate farm equipment,8
dispose of dead animals,provide first aid to animals,7
dispose of dead animals,provide nutrition to animals,9
dispose of dead animals,select livestock,6
dispose of dead animals,signs of animal illness,8
feed livestock,health and safety regulations,6
feed livestock,livestock reproduction,6
feed livestock,livestock species,6
feed livestock,maintain animal accommodation,6
feed livestock,maintain professional records,6
feed livestock,manage animal biosecurity,6
feed livestock,manage animal hygiene,6
feed livestock,manage livestock,6
feed livestock,manage the health and welfare of livestock,6
feed livestock,monitor livestock,6
feed livestock,monitor the welfare of animals,6
feed livestock,operate farm equipment,6
feed livestock,provide nutrition to animals,6
feed livestock,select livestock,6
feed livestock,signs of animal illness,6
health and safety regulations,crop production principles,7
health and safety regulations,environmental legislation in agriculture and forestry,8
health and safety regulations,execute disease and pest control activities,6
health and safety regulations,fertilisation principles,7
health and safety regulations,fire prevention procedures,6
health and safety regulations,fire safety regulations,6
health and safety regulations,fire-fighting systems,8
health and safety regulations,livestock reproduction,8
health and safety regulations,livestock species,8
health and safety regulations,maintain animal accommodation,8
health and safety regulations,maintain professional records,8
health and safety regulations,manage animal biosecurity,8
health and safety regulations,manage animal hygiene,8
health and safety regulations,manage livestock,7
health and safety regulations,manage the health and welfare of livestock,6
health and safety regulations,monitor livestock,6
health and safety regulations,monitor the welfare of animals,8
health and safety regulations,operate farm equipment,8
health and safety regulations,pest control in plants,8
health and safety regulations,plant disease control,7
health and safety regulations,plant harvest methods,6
health and safety regulations,provide first aid to animals,7
health and safety regulations,provide nutrition to animals,8
health and safety regulations,select livestock,6
health and safety regulations,signs of animal illness,8
health and safety regulations,supervise hygiene procedures in agricultural settings,10
livestock reproduction,livestock species,9
livestock reproduction,maintain animal accommodation,6
livestock reproduction,maintain professional records,6
livestock reproduction,manage animal biosecurity,6
livestock reproduction,manage animal hygiene,6
livestock reproduction,manage livestock,7
livestock reproduction,manage the health and welfare of livestock,6
livestock reproduction,monitor livestock,6
livestock reproduction,monitor the welfare of animals,6
livestock reproduction,operate farm equipment,6
livestock reproduction,provide nutrition to animals,7
livestock reproduction,select livestock,7
livestock reproduction,signs of animal illness,6
livestock species,maintain animal accommodation,7
livestock species,maintain professional records,7
livestock species,manage animal biosecurity,7
livestock species,manage animal hygiene,7
livestock species,manage livestock,9
livestock species,manage the health and welfare of livestock,6
livestock species,monitor livestock,6
livestock species,monitor the welfare of animals,7
livestock species,operate farm equipment,7
livestock species,provide first aid to animals,6
livestock species,provide nutrition to animals,8
livestock species,select livestock,8
livestock species,signs of animal illness,7
maintain animal accommodation,maintain professional records,10
maintain animal accommodation,manage animal biosecurity,11
maintain animal accommodation,manage animal hygiene,11
maintain animal accommodation,manage livestock,6
maintain animal accommodation,manage the health and welfare of livestock,6
maintain animal accommodation,monitor livestock,6
maintain animal accommodation,monitor the welfare of animals,13
maintain animal accommodation,operate farm equipment,8
maintain animal accommodation,provide first aid to animals,10
maintain animal accommodation,provide nutrition to animals,12
maintain animal accommodation,select livestock,6
maintain animal accommodation,signs of animal illness,11
maintain professional records,manage animal biosecurity,12
maintain professional records,manage animal hygiene,12
maintain professional records,manage livestock,6
maintain professional records,manage the health and welfare of livestock,6
maintain professional records,monitor livestock,6
maintain professional records,monitor the welfare of animals,12
maintain professional records,operate farm equipment,8
maintain professional records,provide first aid to animals,9
maintain professional records,provide nutrition to animals,10
maintain professional records,select livestock,6
maintain professional records,signs of animal illness,11
manage animal biosecurity,advise on animal welfare,15
manage animal biosecurity,anatomy of animals,21
manage animal biosecurity,animal behaviour,22
manage animal biosecurity,animal welfare,25
manage animal biosecurity,apply safe work practices in a veterinary setting,22
manage animal biosecurity,assess animal behaviour,12
manage animal biosecurity,assess the animal’s rehabilitation requirements,7
manage animal biosecurity,biosecurity related to animals,23
manage animal biosecurity,deal with challenging people,14
manage animal biosecurity,environmental enrichment for animals,18
manage animal biosecurity,handle veterinary emergencies,24
manage animal biosecurity,manage animal hygiene,32
manage animal biosecurity,manage animal welfare,13
manage animal biosecurity,manage livestock,6
manage animal biosecurity,manage the health and welfare of livestock,6
manage animal biosecurity,monitor livestock,6
manage animal biosecurity,monitor the welfare of animals,34
manage animal biosecurity,operate farm equipment,8
manage animal biosecurity,physiology of animals,21
manage animal biosecurity,plan physical rehabilitation of animals,7
manage animal biosecurity,prepare animal therapy equipment,7
manage animal biosecurity,protect health and safety when handling animals,8
manage animal biosecurity,provide an enriching environment for animals,7
manage animal biosecurity,provide first aid to animals,18
manage animal biosecurity,provide nutrition to animals,14
manage animal biosecurity,safe work practices in a veterinary setting,16
manage animal biosecurity,select livestock,6
manage animal biosecurity,signs of animal illness,33
manage animal biosecurity,treat animals ethically,6
manage animal hygiene,advise on animal welfare,16
manage animal hygiene,anatomy of animals,20
manage animal hygiene,animal behaviour,21
manage animal hygiene,animal welfare,24
manage animal hygiene,apply safe work practices in a veterinary setting,19
manage animal hygiene,assess animal behaviour,13
manage animal hygiene,assess the animal’s rehabilitation requirements,7
manage animal hygiene,biosecurity related to animals,22
manage animal hygiene,deal with challenging people,12
manage animal hygiene,environmental enrichment for animals,15
manage animal hygiene,handle veterinary emergencies,21
manage animal hygiene,implement exercise activities for animals,7
manage animal hygiene,manage animal welfare,12
manage animal hygiene,manage livestock,6
manage animal hygiene,manage the health and welfare of livestock,6
manage animal hygiene,monitor livestock,6
manage animal hygiene,monitor the welfare of animals,33
manage animal hygiene,operate farm equipment,8
manage animal hygiene,physiology of animals,20
manage animal hygiene,plan physical rehabilitation of animals,7
manage animal hygiene,prepare animal therapy equipment,7
manage animal hygiene,protect health and safety when handling animals,8
manage animal hygiene,provide an enriching environment for animals,9
manage animal hygiene,provide animal training,7
manage animal hygiene,provide first aid to animals,18
manage animal hygiene,provide nutrition to animals,14
manage animal hygiene,safe work practices in a veterinary setting,13
manage animal hygiene,select livestock,7
manage animal hygiene,signs of animal illness,32
manage animal hygiene,treat animals ethically,6
manage livestock,manage the health and welfare of livestock,6
manage livestock,monitor livestock,6
manage livestock,monitor the welfare of animals,6
manage livestock,operate farm equipment,6
manage livestock,provide nutrition to animals,6
manage livestock,select livestock,7
manage livestock,signs of animal illness,6
manage the health and welfare of livestock,monitor livestock,6
manage the health and welfare of livestock,monitor the welfare of animals,6
manage the health and welfare of livestock,operate farm equipment,6
manage the health and welfare of livestock,provide nutrition to animals,6
manage the health and welfare of livestock,select livestock,6
manage the health and welfare of livestock,signs of animal illness,6
monitor livestock,monitor the welfare of animals,6
monitor livestock,operate farm equipment,6
monitor livestock,provide nutrition to animals,6
monitor livestock,select livestock,6
monitor livestock,signs of animal illness,6
monitor the welfare of animals,advise on animal welfare,17
monitor the welfare of animals,anatomy of animals,25
monitor the welfare of animals,animal behaviour,26
monitor the welfare of animals,animal welfare,27
monitor the welfare of animals,apply safe work practices in a veterinary setting,22
monitor the welfare of animals,assess animal behaviour,17
monitor the welfare of animals,assess the animal’s rehabilitation requirements,7
monitor the welfare of animals,biosecurity related to animals,25
monitor the welfare of animals,deal with challenging people,14
monitor the welfare of animals,environmental enrichment for animals,18
monitor the welfare of animals,handle veterinary emergencies,24
monitor the welfare of animals,implement exercise activities for animals,7
monitor the welfare of animals,manage animal welfare,13
monitor the welfare of animals,operate farm equipment,8
monitor the welfare of animals,physiology of animals,25
monitor the welfare of animals,plan physical rehabilitation of animals,7
monitor the welfare of animals,prepare animal therapy equipment,7
monitor the welfare of animals,protect health and safety when handling animals,11
monitor the welfare of animals,provide an enriching environment for animals,9
monitor the welfare of animals,provide animal training,7
monitor the welfare of animals,provide first aid to animals,20
monitor the welfare of animals,provide nutrition to animals,15
monitor the welfare of animals,safe work practices in a veterinary setting,16
monitor the welfare of animals,select livestock,6
monitor the welfare of animals,signs of animal illness,35
monitor the welfare of animals,treat animals ethically,8
operate farm equipment,provide first aid to animals,7
operate farm equipment,provide nutrition to animals,8
operate farm equipment,select livestock,6
operate farm equipment,signs of animal illness,8
provide first aid to animals,advise on animal welfare,6
provide first aid to animals,anatomy of animals,10
provide first aid to animals,animal behaviour,11
provide first aid to animals,animal welfare,13
provide first aid to animals,apply safe work practices in a veterinary setting,8
provide first aid to animals,assess animal behaviour,10
provide first aid to animals,biosecurity related to animals,11
provide first aid to animals,environmental enrichment for animals,7
provide first aid to animals,handle veterinary emergencies,9
provide first aid to animals,implement exercise activities for animals,6
provide first aid to animals,manage animal welfare,6
provide first aid to animals,physiology of animals,10
provide first aid to animals,provide an enriching environment for animals,8
provide first aid to animals,provide animal training,6
provide first aid to animals,provide nutrition to animals,13
provide first aid to animals,safe work practices in a veterinary setting,9
provide first aid to animals,signs of animal illness,20
provide first aid to animals,treat animals ethically,6
provide nutrition to animals,animal welfare,6
provide nutrition to animals,assess animal behaviour,6
provide nutrition to animals,select livestock,6
provide nutrition to animals,signs of animal illness,14
select livestock,signs of animal illness,6
signs of animal illness,advise on animal welfare,16
signs of animal illness,anatomy of animals,24
signs of animal illness,animal behaviour,24
signs of animal illness,animal welfare,27
signs of animal illness,apply safe work practices in a veterinary setting,21
signs of animal illness,assess animal behaviour,14
signs of animal illness,assess the animal’s rehabilitation requirements,7
signs of animal illness,biosecurity related to animals,25
signs of animal illness,deal with challenging people,13
signs of animal illness,environmental enrichment for animals,17
signs of animal illness,handle veterinary emergencies,23
signs of animal illness,implement exercise activities for animals,7
signs of animal illness,manage animal welfare,13
signs of animal illness,physiology of animals,24
signs of animal illness,plan physical rehabilitation of animals,7
signs of animal illness,prepare animal therapy equipment,7
signs of animal illness,protect health and safety when handling animals,9
signs of animal illness,provide an enriching environment for animals,9
signs of animal illness,provide animal training,7
signs of animal illness,safe work practices in a veterinary setting,16
signs of animal illness,treat animals ethically,8
advise on animal welfare,anatomy of animals,16
advise on animal welfare,animal behaviour,16
advise on animal welfare,animal welfare,16
advise on animal welfare,apply safe work practices in a veterinary setting,14
advise on animal welfare,assess animal behaviour,6
advise on animal welfare,assess the animal’s rehabilitation requirements,7
advise on animal welfare,biosecurity related to animals,16
advise on animal welfare,deal with challenging people,12
advise on animal welfare,environmental enrichment for animals,13
advise on animal welfare,handle veterinary emergencies,15
advise on animal welfare,manage animal welfare,8
advise on animal welfare,physiology of animals,16
advise on animal welfare,plan physical rehabilitation of animals,7
advise on animal welfare,prepare animal therapy equipment,7
advise on animal welfare,protect health and safety when handling animals,8
advise on animal welfare,provide animal training,6
advise on animal welfare,safe work practices in a veterinary setting,7
advise on animal welfare,treat animals ethically,6
anatomy of animals,animal behaviour,25
anatomy of animals,animal welfare,23
anatomy of animals,apply safe work practices in a veterinary setting,20
anatomy of animals,assess animal behaviour,14
anatomy of animals,assess the animal’s rehabilitation requirements,7
anatomy of animals,biosecurity related to animals,23
anatomy of animals,deal with challenging people,12
anatomy of animals,environmental enrichment for animals,16
anatomy of animals,handle veterinary emergencies,21
anatomy of animals,implement exercise activities for animals,6
anatomy of animals,manage animal welfare,12
anatomy of animals,physiology of animals,28
anatomy of animals,plan physical rehabilitation of animals,7
anatomy of animals,prepare animal therapy equipment,7
anatomy of animals,protect health and safety when handling animals,10
anatomy of animals,provide an enriching environment for animals,6
anatomy of animals,provide animal training,7
anatomy of animals,safe work practices in a veterinary setting,14
anatomy of animals,treat animals ethically,8
animal behaviour,animal welfare,24
animal behaviour,apply safe work practices in a veterinary setting,20
animal behaviour,assess animal behaviour,14
animal behaviour,assess the animal’s rehabilitation requirements,7
animal behaviour,biosecurity related to animals,24
animal behaviour,deal with challenging people,12
animal behaviour,environmental enrichment for animals,17
animal behaviour,handle veterinary emergencies,22
animal behaviour,implement exercise activities for animals,7
animal behaviour,manage animal welfare,13
animal behaviour,physiology of animals,25
animal behaviour,plan physical rehabilitation of animals,7
animal behaviour,prepare animal therapy equipment,7
animal behaviour,protect health and safety when handling animals,10
animal behaviour,provide an enriching environment for animals,7
animal behaviour,provide animal training,7
animal behaviour,safe work practices in a veterinary setting,15
animal behaviour,treat animals ethically,8
animal welfare,apply safe work practices in a veterinary setting,21
animal welfare,assess animal behaviour,14
animal welfare,assess the animal’s rehabilitation requirements,7
animal welfare,biosecurity related to animals,25
animal welfare,deal with challenging people,13
animal welfare,environmental enrichment for animals,17
animal welfare,handle veterinary emergencies,23
animal welfare,implement exercise activities for animals,7
animal welfare,manage animal welfare,13
animal welfare,physiology of animals,23
animal welfare,plan physical rehabilitation of animals,7
animal welfare,prepare animal therapy equipment,7
animal welfare,protect health and safety when handling animals,10
animal welfare,provide an enriching environment for animals,9
animal welfare,provide animal training,7
animal welfare,safe work practices in a veterinary setting,16
animal welfare,treat animals ethically,8
apply safe work practices in a veterinary setting,assess animal behaviour,10
apply safe work practices in a veterinary setting,assess the animal’s rehabilitation requirements,7
apply safe work practices in a veterinary setting,biosecurity related to animals,21
apply safe work practices in a veterinary setting,deal with challenging people,13
apply safe work practices in a veterinary setting,environmental enrichment for animals,17
apply safe work practices in a veterinary setting,handle veterinary emergencies,22
apply safe work practices in a veterinary setting,manage animal welfare,12
apply safe work practices in a veterinary setting,physiology of animals,20
apply safe work practices in a veterinary setting,plan physical rehabilitation of animals,7
apply safe work practices in a veterinary setting,prepare animal therapy equipment,7
apply safe work practices in a veterinary setting,protect health and safety when handling animals,8
apply safe work practices in a veterinary setting,safe work practices in a veterinary setting,14
apply safe work practices in a veterinary setting,treat animals ethically,6
assess animal behaviour,biosecurity related to animals,12
assess animal behaviour,environmental enrichment for animals,7
assess animal behaviour,handle veterinary emergencies,10
assess animal behaviour,implement exercise activities for animals,6
assess animal behaviour,manage animal welfare,7
assess animal behaviour,physiology of animals,14
assess animal behaviour,provide an enriching environment for animals,8
assess animal behaviour,provide animal training,7
assess animal behaviour,safe work practices in a veterinary setting,10
assess the animal’s rehabilitation requirements,biosecurity related to animals,7
assess the animal’s rehabilitation requirements,deal with challenging people,7
assess the animal’s rehabilitation requirements,environmental enrichment for animals,7
assess the animal’s rehabilitation requirements,handle veterinary emergencies,7
assess the animal’s rehabilitation requirements,physiology of animals,7
assess the animal’s rehabilitation requirements,plan physical rehabilitation of animals,7
assess the animal’s rehabilitation requirements,prepare animal therapy equipment,7
assess the animal’s rehabilitation requirements,protect health and safety when handling animals,7
biosecurity related to animals,deal with challenging people,13
biosecurity related to animals,environmental enrichment for animals,17
biosecurity related to animals,handle veterinary emergencies,23
biosecurity related to animals,implement exercise activities for animals,7
biosecurity related to animals,manage animal welfare,13
biosecurity related to animals,physiology of animals,23
biosecurity related to animals,plan physical rehabilitation of animals,7
biosecurity related to animals,prepare animal therapy equipment,7
biosecurity related to animals,protect health and safety when handling animals,9
biosecurity related to animals,provide an enriching environment for animals,7
biosecurity related to animals,provide animal training,7
biosecurity related to animals,safe work practices in a veterinary setting,16
biosecurity related to animals,treat animals ethically,8
deal with challenging people,environmental enrichment for animals,12
deal with challenging people,handle veterinary emergencies,14
deal with challenging people,manage animal welfare,6
deal with challenging people,physiology of animals,12
deal with challenging people,plan physical rehabilitation of animals,7
deal with challenging people,prepare animal therapy equipment,7
deal with challenging people,protect health and safety when handling animals,8
deal with challenging people,safe work practices in a veterinary setting,6
environmental enrichment for animals,handle veterinary emergencies,18
environmental enrichment for animals,manage animal welfare,12
environmental enrichment for animals,physiology of animals,16
environmental enrichment for animals,plan physical rehabilitation of animals,7
environmental enrichment for animals,prepare animal therapy equipment,7
environmental enrichment for animals,protect health and safety when handling animals,8
environmental enrichment for animals,safe work practices in a veterinary setting,10
handle veterinary emergencies,maintain customer service,6
handle veterinary emergencies,manage animal welfare,13
handle veterinary emergencies,physiology of animals,21
handle veterinary emergencies,plan physical rehabilitation of animals,7
handle veterinary emergencies,prepare animal therapy equipment,7
handle veterinary emergencies,protect health and safety when handling animals,8
handle veterinary emergencies,safe work practices in a veterinary setting,16
handle veterinary emergencies,treat animals ethically,6
manage animal welfare,physiology of animals,12
manage animal welfare,protect health and safety when handling animals,6
manage animal welfare,safe work practices in a veterinary setting,8
physiology of animals,implement exercise activities for animals,6
physiology of animals,plan physical rehabilitation of animals,7
physiology of animals,prepare animal therapy equipment,7
physiology of animals,protect health and safety when handling animals,10
physiology of animals,provide an enriching environment for animals,6
physiology of animals,provide animal training,7
physiology of animals,safe work practices in a veterinary setting,14
physiology of animals,treat animals ethically,8
plan physical rehabilitation of animals,prepare animal therapy equipment,7
plan physical rehabilitation of animals,protect health and safety when handling animals,7
prepare animal therapy equipment,protect health and safety when handling animals,7
provide animal training,implement exercise activities for animals,7
provide animal training,implement training programmes for animals,6
provide animal training,provide an enriching environment for animals,6
advise on construction materials,answer requests for quotation,9
advise on construction materials,check compatibility of materials,11
advise on construction materials,ensure compliance with construction project deadline,11
advise on construction materials,evaluate employees work,12
advise on construction materials,follow health and safety procedures in construction,13
advise on construction materials,inspect construction supplies,12
advise on construction materials,interpret 2D plans,6
advise on construction materials,interpret 3D plans,6
advise on construction materials,keep records of work progress,14
advise on construction materials,manage health and safety standards,11
advise on construction materials,monitor stock level,10
advise on construction materials,order construction supplies,11
advise on construction materials,plan shifts of employees,11
advise on construction materials,process incoming construction supplies,11
advise on construction materials,use safety equipment in construction,11
advise on construction materials,work in a construction team,12
answer requests for quotation,characteristics of products,14
answer requests for quotation,characteristics of services,14
answer requests for quotation,check compatibility of materials,12
answer requests for quotation,contact customers,11
answer requests for quotation,demonstrate motivation for sales,11
answer requests for quotation,demonstrate products' features,13
answer requests for quotation,ensure compliance with construction project deadline,13
answer requests for quotation,ensure compliance with legal requirements,11
answer requests for quotation,evaluate employees work,13
answer requests for quotation,follow health and safety procedures in construction,13
answer requests for quotation,implement customer follow-up,11
answer requests for quotation,implement sales strategies,11
answer requests for quotation,inspect construction supplies,13
answer requests for quotation,interpret 2D plans,8
answer requests for quotation,interpret 3D plans,8
answer requests for quotation,keep records of customer interaction,11
answer requests for quotation,keep records of work progress,13
answer requests for quotation,keep records on sales,11
answer requests for quotation,manage health and safety standards,13
answer requests for quotation,monitor stock level,13
answer requests for quotation,order construction supplies,13
answer requests for quotation,plan shifts of employees,13
answer requests for quotation,prioritise tasks,9
answer requests for quotation,process incoming construction supplies,13
answer requests for quotation,prospect new customers,11
answer requests for quotation,respond to customers' inquiries,11
answer requests for quotation,sales promotion techniques,11
answer requests for quotation,supervise sales activities,9
answer requests for quotation,use customer relationship management software,11
answer requests for quotation,use safety equipment in construction,10
answer requests for quotation,work in a construction team,13
check compatibility of materials,ensure compliance with construction project deadline,16
check compatibility of materials,evaluate employees work,17
check compatibility of materials,follow health and safety procedures in construction,25
check compatibility of materials,inspect construction supplies,23
check compatibility of materials,interpret 2D plans,12
check compatibility of materials,interpret 3D plans,12
check compatibility of materials,keep records of work progress,18
check compatibility of materials,manage health and safety standards,15
check compatibility of materials,monitor stock level,14
check compatibility of materials,order construction supplies,13
check compatibility of materials,plan shifts of employees,16
check compatibility of materials,process incoming construction supplies,16
check compatibility of materials,use safety equipment in construction,19
check compatibility of materials,work in a construction team,17
ensure compliance with construction project deadline,coordinate construction activities,10
ensure compliance with construction project deadline,evaluate employees work,27
ensure compliance with construction project deadline,follow health and safety procedures in construction,29
ensure compliance with construction project deadline,inspect construction supplies,25
ensure compliance with construction project deadline,interpret 2D plans,13
ensure compliance with construction project deadline,interpret 3D plans,13
ensure compliance with construction project deadline,keep records of work progress,27
ensure compliance with construction project deadline,manage health and safety standards,26
ensure compliance with construction project deadline,monitor stock level,21
ensure compliance with construction project deadline,order construction supplies,14
ensure compliance with construction project deadline,plan resource allocation,9
ensure compliance with construction project deadline,plan shifts of employees,26
ensure compliance with construction project deadline,prevent damage to utility infrastructure,7
ensure compliance with construction project deadline,process incoming construction supplies,25
ensure compliance with construction project deadline,react to events in time-critical environments,12
ensure compliance with construction project deadline,use safety equipment in construction,24
ensure compliance with construction project deadline,work in a construction team,27
evaluate employees work,analyse the need for technical resources,8
evaluate employees work,coordinate communication within a team,11
evaluate employees work,coordinate construction activities,10
evaluate employees work,ensure finished product meet requirements,9
evaluate employees work,follow health and safety procedures in construction,29
evaluate employees work,inspect construction supplies,27
evaluate employees work,interpret 2D plans,15
evaluate employees work,interpret 3D plans,15
evaluate employees work,keep records of work progress,40
evaluate employees work,manage health and safety standards,32
evaluate employees work,meet productivity targets,6
evaluate employees work,monitor stock level,27
evaluate employees work,order construction supplies,14
evaluate employees work,oversee production requirements,9
evaluate employees work,plan resource allocation,11
evaluate employees work,plan shifts of employees,36
evaluate employees work,prevent damage to utility infrastructure,7
evaluate employees work,process incoming construction supplies,27
evaluate employees work,provide department schedule for staff,6
evaluate employees work,react to events in time-critical environments,14
evaluate employees work,report on production results,10
evaluate employees work,supervise work,8
evaluate employees work,use safety equipment in construction,26
evaluate employees work,work in a construction team,27
follow health and safety procedures in construction,apply proofing membranes,7
follow health and safety procedures in construction,building codes,6
follow health and safety procedures in construction,coordinate construction activities,11
follow health and safety procedures in construction,drive mobile heavy construction equipment,10
follow health and safety procedures in construction,electrical wiring plans,8
follow health and safety procedures in construction,excavation techniques,7
follow health and safety procedures in construction,guide operation of heavy construction equipment,7
follow health and safety procedures in construction,inspect construction sites,18
follow health and safety procedures in construction,inspect construction supplies,77
follow health and safety procedures in construction,inspect electrical supplies,7
follow health and safety procedures in construction,install construction profiles,9
follow health and safety procedures in construction,install electrical and electronic equipment,7
follow health and safety procedures in construction,interpret 2D plans,38
follow health and safety procedures in construction,interpret 3D plans,38
follow health and safety procedures in construction,keep heavy construction equipment in good condition,13
follow health and safety procedures in construction,keep records of work progress,35
follow health and safety procedures in construction,manage health and safety standards,27
follow health and safety procedures in construction,mechanical systems,22
follow health and safety procedures in construction,mechanical tools,17
follow health and safety procedures in construction,monitor stock level,22
follow health and safety procedures in construction,operate GPS systems,9
