preferredLabel,cluster_group,cluster_subgroup0,cluster_subgroup1,cluster_subgroup2,cluster_subgroup0_name,cluster_subgroup1_name,cluster_subgroup2_name,node,description
CAD for garment manufacturing,12-0-11,12,0,11,footwear | leather | textile | good | manufacturing,textile | manufacturing | apparel | wearing | technology,manufacturing | apparel | wearing | textile | garment,CAD for garment manufacturing,Softwares of computer aided design for garment manufacturing which allow create 2 or 3 dimensional drawings.
jewellery processes,15-22-56,15,22,56,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,jewellery processes,"Materials and processes involved in creating jewellery items like earrings, necklaces, rings, brackets, etc."
mount stones in jewels,15-22-56,15,22,56,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,mount stones in jewels,"Mount gemstones in pieces of jewellery closely following design specifications. Place, set and mount gemstones and metal parts."
select gems for jewellery,15-22-56,15,22,56,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,select gems for jewellery,Select and purchase gems to use in jewellery pieces and designs.
select metals for jewellery,15-22-56,15,22,56,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,jewellery | jewel | select | adjust | clean,select metals for jewellery,Select and purchase precious metals and alloys to use in jewellery pieces
administer specific drugs to facilitate breeding,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,administer specific drugs to facilitate breeding,Administer specific drugs for synchronisation of breeding cycles to animals in accordance with veterinary and owner instructions. This includes the safe use and storage of drugs and equipment and record keeping.
administer treatment to animals,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,administer treatment to animals,"Administer animal medical interventions, including the treatments performed, medicines used, and assessments of the state of health.'"
animal nutrition,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,animal nutrition,"Aspects of how different animal species are fed and provided water. Different types of animal food, the quality criteria for animal food and methods to feed and give water to animals."
assist animal birth,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,assist animal birth,"Assist in animal births, and care for newborn livestock."
assist in transportation of animals,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,assist in transportation of animals,"Assist with the transportation of animals, including the loading and unloading of animals, the preparation of the transport vehicle, and maintaining the wellbeing of the animal throughout the transport process."
care for juvenile animals,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,care for juvenile animals,Assess the needs of the offspring and juvenile animals. Take appropriate action without delay in case of problems with the health of the offspring or juvenile.
create animal records,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,create animal records,Create animal records according to industry relevant information and using appropriate record keeping systems.
dispose of dead animals,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,dispose of dead animals,Gracefully dispose of dead animals who are not considered a source of meat. Bury or cremate the animal based on the wishes of the owners or on other criteria.
feed livestock,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,feed livestock,"Calculate feed rations for all stages of growth and prepare, distribute and control quality of fodder"
health and safety regulations,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,health and safety regulations,"Necessary health, safety, hygiene and environmental standards and legislation rules in the sector of particular activity."
livestock reproduction,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,livestock reproduction,"Understand natural and artificial reproduction techniques, gestation periods and birthing for livestock. Understand the humane destruction of relevant animals in accordance with national legislation."
livestock species,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,livestock species,Livestock species and relevant genetics.
maintain animal accommodation,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,maintain animal accommodation,"Make sure animal enclosures such as habitats, terrariums, cages or kennels are in the appropriate and hygienic condition. Clean the enclosure and provide new bedding material if called for."
maintain professional records,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,maintain professional records,Produce and maintain records of work performed.
manage livestock,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,manage livestock,"Manage production programmes, birth plans, sales, feed purchase orders, materials, equipment, housing, location and stock management. Manage the destruction of relevant animals in humane manner and in accordance with national legislation. Follow businesses requirements and integration into qualitative research and knowledge transfer."
manage the health and welfare of livestock,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,manage the health and welfare of livestock,"Assess the current health status of your livestock. Manage any existing disease or disorder, including the requirements for isolation of livestock. Plan and manage a livestock health and welfare plan including clearly defined targets, consulting with specialists/advisers where appropriate. Work closely with the veterinary surgeon and other specialist consultants/advisers."
monitor livestock,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,monitor livestock,Monitor and record the production and the welfare of the livestock.
operate farm equipment,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,operate farm equipment,"Supervise the smooth running of farm equipment which can include high pressure cleaning equipment, heating or air conditioning and monitor the temperature of premises. Make sure tractors and other vehicles are running smoothly. Interpret instructions given by computer programs and report simple operations."
provide nutrition to animals,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,provide nutrition to animals,Provide food and water to animals. This includes preparing food and water for animals and reporting any changes in the animal feeding or drinking habits.'
select livestock,3-25-5,3,25,5,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | livestock | administer | nutrition | assist,select livestock,"Tag, sort and separate animals by purpose and destination taking into account the condition of the animal and relevant legislation"
animal welfare legislation,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,animal welfare legislation,"The legal boundaries, codes of professional conduct, national and EU regulatory frameworks and legal procedures of working with animals and living organisms, ensuring their welfare and health."
control animal movement,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,control animal movement,"Direct, control or restrain some or part of an animal's, or a group of animals', movement."
manage animal biosecurity,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,manage animal biosecurity,"Plan and use appropriate biosafety measures to prevent transmission of diseases and ensure effective overall biosecurity. Maintain and follow biosecurity procedures and infection control when working with animals, including recognising potential health issues and taking appropriate action, communicating site hygiene control measures and biosecurity procedures, as well as reporting to others."
manage animal hygiene,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,manage animal hygiene,"Plan and use appropriate hygiene measures to prevent transmission of diseases and ensure an effective overall hygiene. Maintain and follow hygiene procedures and regulations when working with animals, communicate site hygiene controls and protocols to others. Manage the safe disposal of waste according to destination and local regulations."
monitor the welfare of animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,monitor the welfare of animals,"Monitor animals’ physical condition and behaviour and report any concerns or unexpected changes, including signs of health or ill-health, appearance, condition of the animals' accommodation, intake of food and water and environmental conditions."
provide first aid to animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,provide first aid to animals,"Administer emergency treatment to prevent deterioration of the condition, suffering and pain until veterinary assistance can be sought. Basic emergency treatment needs to be done by non-veterinarians prior to first-aid provided by a veterinarian. Non-veterinarians providing emergency treatment are expected to seek treatment by a veterinarian as soon as possible."
signs of animal illness,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,signs of animal illness,"Physical, behavioural and environmental signs of health and ill health in various animals."
advise on animal welfare,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,advise on animal welfare,"Prepare and provide information to individuals or groups of people on how to promote the health and well-being of animals, and how risks to animal health and welfare may be reduced. Provide recommendations for corrective actions."
anatomy of animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,anatomy of animals,"The study of animal body parts, their structure and dynamic relationships, on a level as demanded by the specific occupation."
animal behaviour,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,animal behaviour,"The natural behavioural patterns of animals, i.e. how normal and abnormal behaviour might be expressed according to species, environment, human-animal interaction and occupation."
animal welfare,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,animal welfare,"Universally recognized animal welfare needs as applied to species, situation and occupation. These are:

 
	 need for a suitable environment 
	 need for a suitable diet 
	 need to be able to exhibit normal behaviour patterns 
	 need to be housed with, or apart, from other animals 
	 need to be protected from pain, suffering, injury and disease. 
 
"
apply safe work practices in a veterinary setting,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,apply safe work practices in a veterinary setting,"Apply safe work practices in a veterinary setting in order to identify hazards and associated risks so as to prevent accidents or incidents. This includes injury from animals, zoonotic diseases, chemicals, equipment and work environments."
assess animal behaviour,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,assess animal behaviour,Observe and evaluate the behaviour of animals in order to work with them safely and recognise deviations from normal behaviour that signal compromised health and welfare.'
assess the animal’s rehabilitation requirements,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,assess the animal’s rehabilitation requirements,"Assess the animal’s rehabilitation requirements in accordance with its current condition and according to referral from a veterinary surgeon, taking into account pre-existing health conditions e.g. diabetes, epilepsy and medication."
biosecurity related to animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,biosecurity related to animals,"Awareness of hygiene and bio-security measures when working with animals, including causes, transmission and prevention of diseases and use of policies, materials and equipment."
deal with challenging people,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,deal with challenging people,"Work safely and communicate effectively with individuals and groups of people who are in challenging circumstances. This would include recognition of signs of aggression, distress, threatening and how to address them to promote personal safety and that of others."
environmental enrichment for animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,environmental enrichment for animals,"Types, methods and use of enrichment for animals to allow the expression of natural behaviour, including the provision of environmental stimuli, feeding activities, puzzles, items for manipulation, social and training activities."
handle veterinary emergencies,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,handle veterinary emergencies,Handle unforeseen incidents concerning animals and circumstances which call for urgent action in an appropriate professional manner.
manage animal welfare,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,manage animal welfare,"Plan, manage and evaluate the application of the five universally recognised animal welfare needs as appropriate to species, situation and own occupation."
physiology of animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,physiology of animals,"The study of the mechanical, physical, bioelectrical and biochemical functioning of animals, their organs and their cells."
plan physical rehabilitation of animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,plan physical rehabilitation of animals,"Develop a plan for the handling of animals undergoing physical rehabilitation treatment, considering: age, species, breed, temperament, surroundings, prior experiences, owner’s influence, current health status, clinical history, prescribed drugs and their effects, reason for referral for rehabilitation treatment, external influences including interaction with humans and other animals, and welfare requirements. Formulate a rehabilitation treatment plan, following referral from a veterinary surgeon."
prepare animal therapy equipment,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,prepare animal therapy equipment,"Ensure that animal therapy equipment is assembled and prepared for use, including personal protective equipment.'"
protect health and safety when handling animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,protect health and safety when handling animals,Protect health and welfare of animals and their handlers.
provide animal training,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,provide animal training,"Provide training in basic handling, habituation, and obedience to enable the completion of day-to-day tasks while minimising the risks to the animal, the handler, and others.'"
safe work practices in a veterinary setting,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,safe work practices in a veterinary setting,"Safe work practices in a veterinary setting in order to identify hazards and associated risks so as to prevent accidents or incidents. This includes injury from animals, zoonotic diseases, chemicals, equipment and working environment."
treat animals ethically,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,treat animals ethically,"Carry out activities according to accepted principles of right and wrong, including transparency in work practices and conduct towards clients and their animals."
implement exercise activities for animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,implement exercise activities for animals,Provide exercise opportunities that are suitable for respective animals and meet their particular physical requirements.'
provide an enriching environment for animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,provide an enriching environment for animals,"Provide an enriching environment for animals to allow the expression of natural behaviour, and including adjusting environmental conditions, delivering feeding and puzzle exercises, and implementing manipulation, social, and training activities.'"
implement training programmes for animals,3-25-7,3,25,7,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,animal | welfare | manage | provide | veterinary,implement training programmes for animals,"Implement training programmes for animals for basic training purposes or to meet specific objectives, following a developed training programme, and reviewing and recording progress against set objectives.'"
biosecurity,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,biosecurity,"Be aware of the general principles of the concept of bio-security and in particular, the disease prevention rules to be implemented in case of epidemics endangering public health."
control aquatic production environment,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,control aquatic production environment,"Assess the impact of biological conditions such as algae and fouling organisms by managing water intakes, catchments and oxygen use."
ensure aquaculture personnel health and safety,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,ensure aquaculture personnel health and safety,Make sure that health and safety procedures have been established and followed across all aquaculture facilities including cages. Ensure that personnel and general public are instructed and all work activities are carried out according to relevant health and safety regulations.
fish biology,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,fish biology,"The study of fish, shellfish or crustacean organisms, categorized into many specialised fields that cover their morphology, physiology, anatomy, behaviour, origins and distribution."
fish identification and classification,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,fish identification and classification,The processes which allow the identification and classification of fish.
carry out fish disease prevention measures,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,carry out fish disease prevention measures,"Carry out disease prevention measures for fish, molluscs, and crustaceans for land-based and water-based aquaculture facilities."
fish grading,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,fish grading,"The method of how fish are graded according to their different characteristics: specification, size, quality and condition."
monitor fish mortality rates,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,monitor fish mortality rates,Monitor fish mortalities and assess possible causes.
control fish diseases,3-25-57,3,25,57,animal | livestock | plant | welfare | control,animal | livestock | welfare | fish | manage,fish | control | disease | biosecurity | aquatic,control fish diseases,Identify the symptoms of fish diseases. Apply appropriate measures to treat or eliminate diagnosed conditions.
crop production principles,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,crop production principles,"Principles in growing crops, the natural cycle, nursing of nature, growth conditions and principles of organic and sustainable production. Quality criterias and requirements of seeds, plants and crop."
environmental legislation in agriculture and forestry,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,environmental legislation in agriculture and forestry,"Awareness on enviromental legislation, policies, principles relevant for agriculture and forestry. Awareness of the impact on the enviroment of local agricultural precedures and practices. Means to adjust the production to new enviromental regulations and policies."
pest control in plants,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,pest control in plants,"Types and features of pests in plants and crops. Different kinds of pest control methods, activities using conventional or biological methods taking into account the type of plant or crop, environmental and climate conditions and health and safety regulations. Storage and handling of products."
plant disease control,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,plant disease control,"Types and features of diseases in plants and crops. Different kinds control methods, activities using conventional or biological methods taking into account the type of plant or crop, environmental and climate conditions and health and safety regulations. Storage and handling of products."
plant harvest methods,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,plant harvest methods,"The various methods, timing and equipment involved in harvesting different crops and plants."
soil structure,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,soil structure,Diversity of soil elements and types of soil in relation to plant growth.
supervise hygiene procedures in agricultural settings,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,supervise hygiene procedures in agricultural settings,"Ensure that hygiene procedures in agricultural settings are followed, taking into account the regulations of specific areas of action e.q. livestock, plants, local farm products, etc."
execute disease and pest control activities,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,execute disease and pest control activities,"Execute disease and pest control activities using conventional or biological methods taking into account the climate, plant or crop type, health and safety and environmental regulations. Store and handle pesticides in accordance with recomandation and legislation."
fertilisation principles,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,fertilisation principles,"The study of plant, soil structure, climatic and environmental issues in agronomical production."
horticulture principles,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,horticulture principles,"The standard horticultural practices, including but not limited to planting, pruning, corrective pruning, and fertilisation."
plant species,3-19-60,3,19,60,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,plant | principle | control | pest | disease,plant species,"The variety of plants, trees and shrubs and their special characteristics. "
prepare planting area,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,prepare planting area,"Prepare planting area and soil for planting by for example fertilising, mulching by hand or using mechanical tools or machinery; prepare seeds and plants for sowing and planting by enuring the quality of seed and plants.Sow and plant by hand, using mechanical tools or machinery and in accordance with national legislation."
grow plants,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,grow plants,Carry out plant growing activities. Carry out grow control considering the required terms and conditions for specific plant type.
maintain storage facilities,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,maintain storage facilities,"Maintain or ensure the maintenance of cleaning equipment, heating or air conditioning of storage facilities and the temperature of premises."
monitor fields,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,monitor fields,"Monitor orchards, fields and production areas to forecast when crops will be fully grown. Estimate how much damage the weather may cause to crops."
store products,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,store products,"Store products to ensure the quality and in accordance with standards and regulations. Ensure the stock facilities are kept according to hygiene standards, regulating temperature, heating and air conditioning of storage facilities."
harvest crop,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,harvest crop,"Mow, pick or cut agricultural products manually or using appropriate tools and machinery. Taking into account the relevant quality criteria of products, hygiene prescriptions and using the appropriate methods."
nurse plants,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,nurse plants,"Determine the need for nursing activities and carry out nursing by cultivating, maintaining, watering and spraying the plants and trees manually or using appropriate equipment, taking into account the plant species and following safety requirements."
prepare planting area for planting,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,prepare planting area for planting,"Prepare planting area and soil for planting by fertilising, mulching and performing weed control. Take the conditions of the area, soil and plant type into account."
propagate plants,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,propagate plants,Carry out propagation activities by appling appropriate propagation methods such as grafted cutting propagation or generative propagation considering the plant type. Carry out propagation control considering the required terms and conditions for specific plant type.
store crops,3-19-45,3,19,45,animal | livestock | plant | welfare | control,plant | crop | principle | control | planting,planting | plant | prepare | area | store,store crops,"Store and preserve crops in accordance with standards and regulations to ensure their quality. Ensure that storage facilities are kept according to hyginic standards, regulating temperature, heating and air conditioning of storage facilities."
advise on heating systems energy efficiency,17-1-35,17,1,35,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,advise on heating systems energy efficiency,Provide information and advice to clients on how to preserve an energy efficient heating system in their home or office and possible alternatives.
energy efficiency,17-1-35,17,1,35,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy efficiency,"Field of information concerning the reduction of the use of energy. It encompasses calculating the consumption of energy, providing certificates and support measures, saving energy by reducing the demand, encouraging efficient use of fossil fuels, and promoting the use of renewable energy."
identify energy needs,17-1-35,17,1,35,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,identify energy needs,"Identify the type and amount of energy supply necessary in a building or facility, in order to provide the most beneficial, sustainable, and cost-effective energy services for a consumer."
promote sustainable energy,17-1-35,17,1,35,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,promote sustainable energy,"Promote the use of renewable electricity and heat generation sources to organisations and individuals, in order to work towards a sustainable future and encourage sales of renewable energy equipment, such as solar power equipment."
renewable energy technologies,17-1-35,17,1,35,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,renewable energy technologies,"The different types of energy sources which cannot be depleted, such as wind, solar, water, biomass, and biofuel energy. The different technologies used to implement these types of energy to an increasing degree, such as wind turbines, hydroelectric dams, photovoltaics, and concentrated solar power."
solar energy,17-1-35,17,1,35,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,energy | efficiency | advise | heating | system,solar energy,"The energy which originates from light and heat from the sun, and which can be harnessed and used as a renewable source of energy using different technologies, such as photovoltaics (PV) for electricity production and solar thermal energy (STE) for thermal energy generation."
air traffic control operations,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,air traffic control operations,"Understand the tasks performed by air traffic controllers, including Interaction and effective communication between aircraft and air traffic controllers; execution of follow-up activities, and ensuring smooth operations during flights."
air transport law,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,air transport law,"Know air transport laws and regulations. Due to the nature of aviation, knowledge of air transport laws partially overlaps with knowledge of international law."
aircraft flight control systems,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,aircraft flight control systems,"Know the setting, features and operation of aircraft flight control systems. Manage flight control surfaces, cockpit controls, connections, and operating mechanisms required to control the flight direction of an aircraft. Operate aircraft engine controls in order to change aircraft speed."
apply signalling control procedures,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,apply signalling control procedures,"Control train movements; operate railway signals and block systems to ensure that trains operate safely, on correct routes, and on time."
aviation meteorology,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,aviation meteorology,"Understand aviation meteorology to deal with the impact of weather on air traffic management (ATM). Understand how thorough changes in pressure and temperature values at airports can create variations in head and tail-wind components, and may impose low visibility operating conditions. Knowledge of aviation meteorology can help to reduce negative impact on the ATM system by diminishing disruption and the consequent problems of disturbed flow rates, lost capacity and induced additional costs."
civil aviation regulations,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,civil aviation regulations,"Know civil aviation regulations, rules and signals, including marshalling signals."
common aviation safety regulations,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,common aviation safety regulations,"The body of legislation and regulations that apply to the field of civil aviation at regional, national, European and International levels. Understand that regulations aimed at protecting citizens at all times in civil aviation; ensure that operators, citizens, and organisations comply with these rules."
comply with air traffic control operations,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,comply with air traffic control operations,Act in compliance with instruction provided by air traffic controllers.
ensure compliance with civil aviation regulations,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,ensure compliance with civil aviation regulations,Ensure best practice standards are adopted and all regulatory requirements met
ensure ongoing compliance with regulations,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,ensure ongoing compliance with regulations,Conduct tasks and procedures to ensure that aviation certificates maintain their validity; undertake safeguarding measures as appropriate.
geographic areas,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,geographic areas,Know the geographic area in detail; know where different organisations carry out operations.
have spatial awareness,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,have spatial awareness,Be aware of your position and the space around you. Understand the relationship of objects around you when there is a change of position.
implement airside safety procedures,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,implement airside safety procedures,Apply a series of airfield safety rules and procedures to ensure a safe working environment for airport crew.
